"1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30"
1.0929,1.3842,1.6872,1.9449,2.1485,2.3052,2.426,2.5205,2.5966,2.66,2.7148,2.7638,2.8088,2.8511,2.8917,2.931,2.9693,3.007,3.0441,3.0806,3.1166,3.1521,3.187,3.2214,3.2551,3.2883,3.3207,3.3525,3.3836,3.4139
